,label,text,length,title,title_length,click_through,abandoned_cart,unsubscribed,open_rate,num_pics,num_videos,video_length,length_binned,title_length_binned,campaign_type,industry
263,1,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,25,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,25,0,1,0,1,1,0,221,big,biggest,Abandoned_Cart,Industrial
264,0,Why you Dint come with us.,6,Why you Dint come with us,6,1,1,0,1,3,1,231,small,med,Promotional,Hospitality
265,0,Same. Wana plan a trip sometme then,7,Same,1,1,1,0,1,2,1,19,small,small,Revenue_Based,Hospitality
266,0,"Not sure yet, still trying to get a hold of him",11,"Not sure yet, still trying to get a hold of him",11,0,1,1,0,3,2,124,med,big,Revenue_Based,Real_Estate
267,1,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,27,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles,11,0,1,1,0,3,1,174,big,big,Promotional,Real_Estate
268,0,The evo. I just had to download flash. Jealous?,9,The evo,2,1,0,0,0,5,3,218,small,small,Promotional,Real_Estate
269,1,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,24,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge,24,0,1,0,0,2,2,138,big,biggest,No_Opener,Industrial
270,0,"Come to mu, we're sorting out our narcotics situation",9,"Come to mu, we're sorting out our narcotics situation",9,0,1,0,1,2,2,34,small,big,Abandoned_Cart,Hospitality
271,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",29,"Night has ended for another day, morning has come in a special way",13,1,0,1,1,1,0,134,big,bigger,Survey,Real_Estate
272,1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,25,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won,12,0,0,1,0,5,0,50,big,big,Promotional,Real_Estate
273,0,"Usf I guess, might as well take 1 car",9,"Usf I guess, might as well take 1 car",9,0,0,1,0,5,3,222,small,big,Revenue_Based,Automotive
274,0,No objection. My bf not coming.,6,No objection,2,0,0,0,0,3,2,201,small,small,Revenue_Based,Hospitality
275,0,Thanx...,1,Thanx,1,1,0,0,0,4,2,134,small,small,Abandoned_Cart,Industrial
276,0,Tell rob to mack his gf in the theater,9,Tell rob to mack his gf in the theater,9,1,1,0,1,0,3,156,small,big,Revenue_Based,Industrial
277,0,"Awesome, I'll see you in a bit",7,"Awesome, I'll see you in a bit",7,0,1,1,1,3,0,51,small,med,Promotional,Hospitality
278,0,Just sent it. So what type of food do you like?,11,Just sent it,3,1,0,0,1,0,3,151,med,small,Promotional,Industrial
279,0,All done? All handed in? Celebrations in full swing yet?,10,All done? All handed in? Celebrations in full swing yet?,10,1,0,1,1,5,1,16,small,big,Promotional,Medical
280,0,You got called a tool?,5,You got called a tool?,5,0,1,1,0,0,1,40,small,med,Revenue_Based,Industrial
281,0,\Wen u miss someone,4,\Wen u miss someone,4,0,1,1,1,5,1,138,small,small,Abandoned_Cart,Real_Estate
282,0,Ok. I asked for money how far,7,Ok,1,0,1,0,1,2,3,197,small,small,Engagement_Campaign,Medical
283,0,Okie...,1,Okie,1,0,1,1,1,2,1,223,small,small,Revenue_Based,Medical
284,0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",25,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",25,0,0,0,1,5,0,1,big,biggest,No_Opener,Real_Estate
285,0,"K, I might come by tonight then if my class lets out early",13,"K, I might come by tonight then if my class lets out early",13,0,0,1,1,3,2,59,med,bigger,No_Opener,Real_Estate
286,0,Ok..,1,Ok,1,0,1,1,1,0,3,191,small,small,Revenue_Based,Industrial
287,0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,35,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,35,0,1,1,0,1,2,56,big,biggest,No_Opener,Hospitality
288,0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",33,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-)",32,0,1,0,0,3,2,58,big,biggest,Promotional,Hospitality
289,0,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",21,"Dear,shall mail tonite",3,0,0,0,0,3,1,222,big,small,Abandoned_Cart,Hospitality
290,0,Hey you told your name to gautham ah?,8,Hey you told your name to gautham ah?,8,0,1,0,1,1,3,48,small,med,Survey,Real_Estate
291,0,Haf u found him? I feel so stupid da v cam was working.,13,Haf u found him? I feel so stupid da v cam was working,13,0,1,1,1,4,3,76,med,bigger,Revenue_Based,Automotive
292,0,Oops. 4 got that bit.,5,Oops,1,0,1,1,0,0,1,67,small,small,Promotional,Real_Estate
293,0,Are you this much buzy,5,Are you this much buzy,5,0,0,1,1,1,3,19,small,med,Engagement_Campaign,Industrial
294,0,I accidentally deleted the message. Resend please.,7,I accidentally deleted the message,5,0,1,1,1,5,2,192,small,med,Abandoned_Cart,Real_Estate
295,1,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,29,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty,21,1,1,0,1,1,2,202,big,biggest,Survey,Medical
296,0,Unless it's a situation where YOU GO GURL would be more appropriate,12,Unless it's a situation where YOU GO GURL would be more appropriate,12,1,1,1,0,5,2,52,med,big,Revenue_Based,Industrial
297,0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,35,Hurt me,2,0,1,0,0,0,1,17,big,small,Survey,Industrial
298,0,I cant pick the phone right now. Pls send a message,11,I cant pick the phone right now,7,0,1,1,1,5,0,84,med,med,Revenue_Based,Hospitality
299,0,Need a coffee run tomo?Can't believe it's that time of week already,12,Need a coffee run tomo?Can't believe it's that time of week already,12,0,1,0,0,4,1,89,med,big,No_Opener,Real_Estate
300,0,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",17,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",17,0,0,1,0,0,2,212,med,biggest,No_Opener,Medical
301,0,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",31,"Shit that is really shocking and scary, cant imagine for a second",12,0,1,1,0,5,2,111,big,big,Engagement_Campaign,Real_Estate
302,0,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,21,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,21,0,1,1,1,3,1,33,big,biggest,Abandoned_Cart,Hospitality
303,0,He is a womdarfull actor,5,He is a womdarfull actor,5,0,0,1,0,4,1,108,small,med,No_Opener,Automotive
304,1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",23,SMS,1,1,0,0,0,3,1,113,big,small,No_Opener,Real_Estate
305,0,Yup... From what i remb... I think should be can book... ,11,Yup,1,1,0,0,0,2,0,198,med,small,Revenue_Based,Automotive
306,0,Jos ask if u wana meet up?,7,Jos ask if u wana meet up?,7,1,1,1,0,3,2,169,small,med,Engagement_Campaign,Industrial
307,0,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,14,Lol yes,2,1,1,1,1,2,1,27,med,small,No_Opener,Real_Estate
308,1,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",24,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",24,1,1,0,1,5,1,10,big,biggest,Promotional,Hospitality
309,0,Where are the garage keys? They aren't on the bookshelf,10,Where are the garage keys? They aren't on the bookshelf,10,0,0,0,0,3,3,107,small,big,No_Opener,Automotive
310,0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,24,Today is ACCEPT DAY,4,1,0,0,0,3,0,62,big,small,Abandoned_Cart,Industrial
311,1,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",25,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ",23,0,0,1,1,4,1,184,big,biggest,Survey,Real_Estate
312,0,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,24,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,24,0,1,1,0,1,2,179,big,biggest,Promotional,Industrial
313,0,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",33,"Hi the way I was with u 2day, is the normal way&this is the real me",16,0,1,1,0,5,3,233,big,bigger,Abandoned_Cart,Real_Estate
314,0,You made my day. Do have a great day too.,10,You made my day,4,1,1,0,0,5,1,61,small,small,Engagement_Campaign,Industrial
315,0,K.k:)advance happy pongal.,3,K,1,0,1,0,0,4,0,210,small,small,Engagement_Campaign,Industrial
316,0,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",24,Hmmm,1,0,0,1,1,4,2,37,big,small,No_Opener,Industrial
317,0,"Not really dude, have no friends i'm afraid :(",9,"Not really dude, have no friends i'm afraid :(",9,1,1,1,0,3,0,227,small,big,Engagement_Campaign,Medical
318,1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,27,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,27,1,0,1,0,3,0,183,big,biggest,Survey,Medical
319,0,"Coffee cake, i guess...",4,"Coffee cake, i guess",4,1,1,1,1,5,0,83,small,small,Survey,Real_Estate
320,0,"Merry Christmas to you too babe, i love ya *kisses*",10,"Merry Christmas to you too babe, i love ya *kisses*",10,0,1,0,1,4,0,97,small,big,Abandoned_Cart,Industrial
321,0,Hey... Why dont we just go watch x men and have lunch... Haha ,13,Hey,1,1,0,0,0,2,2,117,med,small,Engagement_Campaign,Real_Estate
322,0,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,28,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1,26,0,1,1,1,4,3,12,big,biggest,Survey,Real_Estate
323,0,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,31,That would be great,4,1,1,0,1,3,2,51,big,small,Abandoned_Cart,Medical
324,0,No problem. How are you doing?,6,No problem,2,1,1,0,0,4,0,157,small,small,Abandoned_Cart,Hospitality
326,0,Hi da:)how is the todays class?,6,Hi da:)how is the todays class?,6,1,1,1,0,0,3,17,small,med,No_Opener,Real_Estate
327,0,"I'd say that's a good sign but, well, you know my track record at reading women",16,"I'd say that's a good sign but, well, you know my track record at reading women",16,0,0,1,0,4,2,148,med,bigger,Promotional,Medical
328,0,"Cool, text me when you're parked",6,"Cool, text me when you're parked",6,1,0,1,1,5,2,64,small,med,Promotional,Real_Estate
329,0,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,20,I'm reading the text i just sent you,8,1,0,1,1,4,1,175,med,med,Survey,Hospitality
330,0,K.k:)apo k.good movie.,3,K,1,1,1,0,0,2,1,123,small,small,Promotional,Real_Estate
331,0,Maybe i could get book out tomo then return it immediately ..? Or something.,14,Maybe i could get book out tomo then return it immediately ,11,1,0,0,0,0,3,106,med,big,Revenue_Based,Real_Estate
332,1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,24,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85,20,0,1,1,1,3,1,150,big,biggest,No_Opener,Industrial
333,0,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,43,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork,25,1,1,1,0,4,0,231,biggest,biggest,Engagement_Campaign,Automotive
334,1,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,27,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now,24,0,1,0,0,4,3,31,big,biggest,Abandoned_Cart,Automotive
335,0,"Ta-Daaaaa! I am home babe, are you still up ?",10,"Ta-Daaaaa! I am home babe, are you still up ?",10,1,1,1,1,1,2,30,small,big,Promotional,Industrial
336,0,Cool. So how come you havent been wined and dined before?,11,Cool,1,1,1,1,0,4,3,196,med,small,Revenue_Based,Hospitality
337,0,Just sleeping..and surfing,3,Just sleeping,2,1,0,0,1,0,0,0,small,small,Promotional,Industrial
339,0,U calling me right? Call my hand phone...,8,U calling me right? Call my hand phone,8,0,0,1,0,2,0,121,small,med,Promotional,Hospitality
340,0,Ok that's great thanx a lot.,6,Ok that's great thanx a lot,6,1,1,1,1,0,3,140,small,med,Promotional,Hospitality
341,0,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,31,I take it the post has come then! You must have 1000s of texts now! Happy reading,17,1,1,1,1,0,0,49,big,biggest,Abandoned_Cart,Industrial
342,0,Where u been hiding stranger?,5,Where u been hiding stranger?,5,1,1,0,0,3,2,145,small,med,Survey,Real_Estate
343,0,Am not interested to do like that.,7,Am not interested to do like that,7,1,0,0,0,4,3,44,small,med,Survey,Industrial
344,0,My sister cleared two round in birla soft yesterday.,9,My sister cleared two round in birla soft yesterday,9,1,1,0,1,0,1,0,small,big,Promotional,Real_Estate
345,0,Gudnite....tc...practice going on,3,Gudnite,1,1,0,0,1,1,0,112,small,small,No_Opener,Automotive
346,0,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,20,Dis is yijue,3,1,1,1,0,1,1,35,med,small,No_Opener,Real_Estate
347,0,One small prestige problem now.,5,One small prestige problem now,5,1,0,0,1,0,3,51,small,med,Promotional,Hospitality
348,1,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,20,Fancy a shag? I do,5,0,1,0,1,3,0,152,med,med,No_Opener,Hospitality
349,0,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,15,Just checking in on you,5,1,0,0,0,3,3,8,med,med,Abandoned_Cart,Automotive
350,0,"Nah can't help you there, I've never had an iphone",10,"Nah can't help you there, I've never had an iphone",10,1,1,0,0,2,1,147,small,big,Revenue_Based,Hospitality
351,0,If you're not in my car in an hour and a half I'm going apeshit,15,If you're not in my car in an hour and a half I'm going apeshit,15,1,1,0,1,4,3,227,med,bigger,Survey,Hospitality
352,0,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",30,TODAY is Sorry day,4,1,0,0,1,2,2,225,big,small,Revenue_Based,Industrial
353,0,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,28,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,28,0,0,1,1,0,1,178,big,biggest,Survey,Industrial
354,0,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,8,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO,7,0,1,1,1,1,1,183,small,med,Survey,Industrial
355,0,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",34,Thank You for calling,4,0,1,0,1,1,1,160,big,small,Engagement_Campaign,Automotive
357,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,22,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg,18,0,1,1,0,0,0,146,big,biggest,No_Opener,Hospitality
358,0,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",31,I'm an actor,3,0,1,0,1,5,0,200,big,small,Promotional,Hospitality
359,0,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",17,"Hello! Just got here, st andrews-boy its a long way! Its cold",12,1,1,1,0,5,0,21,med,big,Revenue_Based,Industrial
360,0,Ha ha cool cool chikku chikku:-):-DB-),6,Ha ha cool cool chikku chikku:-):-DB-),6,1,1,0,1,5,2,83,small,med,Abandoned_Cart,Hospitality
361,0,Oh ok no prob..,4,Oh ok no prob,4,0,1,1,0,4,3,119,small,small,Engagement_Campaign,Hospitality
362,0,Check audrey's status right now,5,Check audrey's status right now,5,0,1,0,1,2,2,113,small,med,Engagement_Campaign,Hospitality
363,0,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,16,Busy here,2,0,0,0,1,1,0,230,med,small,Survey,Real_Estate
364,0,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",34,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ",31,1,0,1,1,2,2,41,big,biggest,Survey,Real_Estate
365,0,Well i know Z will take care of me. So no worries.,12,Well i know Z will take care of me,9,1,0,1,1,1,0,116,med,big,No_Opener,Automotive
366,1,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",25,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange",19,0,0,0,1,4,0,65,big,biggest,Revenue_Based,Real_Estate
367,1,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,16,Here is your discount code RP176781,6,1,0,0,1,2,3,200,med,med,Promotional,Medical
368,0,Wat uniform? In where get?,5,Wat uniform? In where get?,5,0,1,0,0,3,3,120,small,med,Engagement_Campaign,Medical
369,0,"Cool, text me when you're ready",6,"Cool, text me when you're ready",6,0,0,0,1,0,0,215,small,med,No_Opener,Medical
370,0,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",29,Hello my boytoy ,3,1,0,1,1,3,1,183,big,small,Promotional,Medical
371,0,I will spoil you in bed as well :),9,I will spoil you in bed as well :),9,0,1,0,1,2,1,29,small,big,Revenue_Based,Real_Estate
372,0,I'm going for bath will msg you next  &lt;#&gt;  min..,10,I'm going for bath will msg you next  &lt;#&gt;  min,10,0,1,1,1,3,3,144,small,big,Promotional,Medical
373,0,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,37,I cant keep talking to people if am not sure i can pay them if they agree to price,19,1,1,0,1,5,1,204,big,biggest,Abandoned_Cart,Medical
374,1,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",26,"Thanks for your Ringtone Order, Reference T91",7,0,0,0,0,3,1,129,big,med,Survey,Industrial
375,0,Can you say what happen,5,Can you say what happen,5,1,1,0,0,3,2,49,small,med,Promotional,Real_Estate
376,0,You could have seen me..i did't recognise you Face.:),9,You could have seen me,5,1,1,0,0,3,2,231,small,med,Abandoned_Cart,Industrial
377,0,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,25,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,25,0,1,0,1,3,1,88,big,biggest,Survey,Real_Estate
378,0,Keep my payasam there if rinu brings,7,Keep my payasam there if rinu brings,7,1,1,1,1,5,3,172,small,med,Engagement_Campaign,Real_Estate
379,0,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,27,I taught that Ranjith sir called me,7,0,1,0,0,5,3,96,big,med,No_Opener,Industrial
380,0,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",57,I guess that's why you re worried,7,1,1,1,0,0,1,72,biggest,med,No_Opener,Industrial
381,0,"Yeah sure, give me a couple minutes to track down my wallet",12,"Yeah sure, give me a couple minutes to track down my wallet",12,1,1,0,1,4,1,182,med,big,Abandoned_Cart,Medical
382,0,Hey leave it. not a big deal:-) take care.,9,Hey leave it,3,1,1,0,1,4,3,140,small,small,Engagement_Campaign,Medical
383,0,Hey i will be late ah... Meet you at 945+,10,Hey i will be late ah,6,1,1,1,0,5,2,231,small,med,Revenue_Based,Hospitality
384,1,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",22,Double mins and txts 4 6months FREE Bluetooth on Orange,10,1,0,0,1,5,2,165,big,big,Survey,Hospitality
385,0,It took Mr owl 3 licks,6,It took Mr owl 3 licks,6,1,0,1,1,2,3,100,small,med,Revenue_Based,Automotive
386,0,Customer place i will call you.,6,Customer place i will call you,6,1,1,1,0,1,2,189,small,med,Engagement_Campaign,Medical
387,0,Mm that time you dont like fun,7,Mm that time you dont like fun,7,1,1,1,1,1,1,75,small,med,Revenue_Based,Real_Estate
388,1,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,26,4mths half price Orange line rental & latest camera phones 4 FREE,12,1,1,0,0,5,1,169,big,big,Revenue_Based,Automotive
389,0,Yup having my lunch buffet now.. U eat already?,9,Yup having my lunch buffet now,6,0,0,1,0,5,2,149,small,med,Revenue_Based,Industrial
390,0,Huh so late... Fr dinner?,5,Huh so late,3,0,0,1,1,3,2,51,small,small,Engagement_Campaign,Automotive
391,0,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,16,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,16,0,0,1,1,2,3,107,med,bigger,Abandoned_Cart,Hospitality
392,0,Morning only i can ok.,5,Morning only i can ok,5,0,0,1,1,2,2,115,small,med,Engagement_Campaign,Medical
393,0,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,28,Yes i think so,4,0,1,0,0,5,0,47,big,small,Revenue_Based,Automotive
394,0,Pick you up bout 7.30ish? What time are  and that going?,11,Pick you up bout 7,5,0,0,0,1,0,3,138,med,med,No_Opener,Real_Estate
395,0,From here after The performance award is calculated every two month.not for current one month period..,16,From here after The performance award is calculated every two month,11,1,1,0,0,4,0,62,med,big,Abandoned_Cart,Automotive
396,0,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,26,Was actually sleeping and still might when u call back,10,1,1,1,0,1,2,155,big,big,Revenue_Based,Real_Estate
397,0,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",43,You are always putting your business out there,8,1,1,0,1,3,1,148,biggest,med,Revenue_Based,Real_Estate
398,0,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",30,"Good evening Sir, Al Salam Wahleykkum",6,1,1,0,0,4,0,187,big,med,Survey,Industrial
399,0,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,16,Hmmm,1,0,0,0,0,3,2,172,med,small,Revenue_Based,Real_Estate
400,1,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop",32,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop",32,1,0,1,0,4,0,181,big,biggest,Engagement_Campaign,Automotive
401,0,Dear how is chechi. Did you talk to her,9,Dear how is chechi,4,1,1,0,0,2,1,89,small,small,Survey,Industrial
402,0,The hair cream has not been shipped.,7,The hair cream has not been shipped,7,0,0,0,1,1,3,140,small,med,No_Opener,Real_Estate
403,0,None of that's happening til you get here though,9,None of that's happening til you get here though,9,1,1,1,1,1,0,102,small,big,Survey,Hospitality
404,0,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",13,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",13,1,1,0,1,1,2,34,med,bigger,Survey,Hospitality
405,0,"Haha get used to driving to usf man, I know a lot of stoners",14,"Haha get used to driving to usf man, I know a lot of stoners",14,1,0,1,1,2,1,141,med,bigger,Abandoned_Cart,Automotive
406,0,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,32,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok,17,0,1,0,0,0,1,201,big,biggest,Survey,Real_Estate
407,0,Hello! Good week? Fancy a drink or something later?,9,Hello! Good week? Fancy a drink or something later?,9,1,1,1,1,2,3,78,small,big,No_Opener,Automotive
408,0,Headin towards busetop,3,Headin towards busetop,3,0,0,1,1,1,1,233,small,small,Abandoned_Cart,Medical
409,0,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,21,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms,21,1,0,0,0,1,0,38,big,biggest,Engagement_Campaign,Real_Estate
410,0,Come by our room at some point so we can iron out the plan for this weekend,17,Come by our room at some point so we can iron out the plan for this weekend,17,1,0,1,1,5,0,8,med,biggest,No_Opener,Real_Estate
411,0,Cos i want it to be your thing,8,Cos i want it to be your thing,8,0,0,1,0,2,3,132,small,med,Abandoned_Cart,Medical
412,0,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",20,Okies,1,0,0,0,0,1,2,172,med,small,Abandoned_Cart,Industrial
413,0,Bring home some Wendy =D,5,Bring home some Wendy =D,5,1,1,0,0,0,2,169,small,med,Abandoned_Cart,Real_Estate
414,1,100 dating service cal;l 09064012103 box334sk38ch,6,100 dating service cal;l 09064012103 box334sk38ch,6,1,1,1,1,0,1,233,small,med,Survey,Medical
415,0,Whatsup there. Dont u want to sleep,7,Whatsup there,2,0,1,1,0,1,3,71,small,small,No_Opener,Real_Estate
416,0,Alright i have a new goal now,7,Alright i have a new goal now,7,1,1,1,0,3,2,77,small,med,Promotional,Real_Estate
